question_id,question_code,disease_id,scale_id,ds_map_id,question_text,answer_type,min_value,max_value,is_required,skip_logic,display_order,is_common_scale,created_at,marathi_question_text
HDRS/002,HDRS/002,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,FEELINGS OF GUILT,radio,,,true,,2,false,2026-09-04 00:00:00+00,अपराधीपणाची भावना
HDRS/003,HDRS/003,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,SUICIDE,radio,,,true,,3,false,2026-09-04 00:00:00+00,आत्महत्या
HDRS/004,HDRS/004,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,INSOMNIA: EARLY IN THE NIGHT,radio,,,true,,4,false,2026-09-04 00:00:00+00,INSOMNIA: लवकर रात्री
HDRS/005,HDRS/005,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,INSOMNIA: MIDDLE OF THE NIGHT,radio,,,true,,5,false,2026-09-04 00:00:00+00,INSOMNIA: मध्यरात्री
HDRS/006,HDRS/006,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,INSOMNIA: EARLY HOURS OF THE MORNING,radio,,,true,,6,false,2026-09-04 00:00:00+00,INSOMNIA: सकाळचे सुरुवातीचे तास
HDRS/007,HDRS/007,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,WORK AND ACTIVITIES,radio,,,true,,7,false,2026-09-04 00:00:00+00,काम आणि उपक्रम
HDRS/008,HDRS/008,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,"RETARDATION (slowness of thought and speech, impaired ability to concentrate, decreased motor activity)",radio,,,true,,8,false,2026-09-04 00:00:00+00,"मंदता (विचार आणि बोलण्यात मंदता, एकाग्रतेची क्षमता बिघडणे, हालचालींची क्रिया कमी होणे)"
HDRS/009,HDRS/009,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,AGITATION,radio,,,true,,9,false,2026-09-04 00:00:00+00,आंदोलन
HDRS/010,HDRS/010,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,ANXIETY PSYCHIC,radio,,,true,,10,false,2026-09-04 00:00:00+00,मानसिक चिंता
HDRS/011,HDRS/011,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,ANXIETY SOMATIC,radio,,,true,,11,false,2026-09-04 00:00:00+00,शारीरिक चिंता
HDRS/012,HDRS/012,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,SOMATIC SYMPTOMS GASTRO-INTESTINAL,radio,,,true,,12,false,2026-09-04 00:00:00+00,शारीरिक लक्षणे - आंत्र-जठर
HDRS/013,HDRS/013,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,GENERAL SOMATIC SYMPTOMS,radio,,,true,,13,false,2026-09-04 00:00:00+00,सामान्य शारीरिक लक्षणे
HDRS/014,HDRS/014,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,"GENITAL SYMPTOMS (symptoms such as loss of libido, menstrual disturbances)",radio,,,true,,14,false,2026-09-04 00:00:00+00,"जननेंद्रियाच्या लक्षणांमध्ये (इच्छाशक्ती कमी होणे, मासिक पाळीत व्यत्यय)"
HDRS/015,HDRS/015,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,HYPOCHONDRIASIS,radio,,,true,,15,false,2026-09-04 00:00:00+00,अवजड वृषण
HDRS/016,HDRS/016,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,LOSS OF WEIGHT,radio,,,true,,16,false,2026-09-04 00:00:00+00,वजन कमी होणे
HDRS/017,HDRS/017,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,INSIGHT,radio,,,true,,17,false,2026-09-04 00:00:00+00,अंतर्दृष्टी
IADL/001,IADL/001,DEMENTIA/2026,IADL/2026,Dementia/IADL,Ability to Use Telephone,radio,,,true,,1,false,2026-09-04 00:00:00+00,दूरध्वनी वापरण्याची क्षमता
IADL/002,IADL/002,DEMENTIA/2026,IADL/2026,Dementia/IADL,Shopping,radio,,,true,,2,false,2026-09-04 00:00:00+00,खरेदी
IADL/003,IADL/003,DEMENTIA/2026,IADL/2026,Dementia/IADL,Food Preparation,radio,,,true,,3,false,2026-09-04 00:00:00+00,स्वयंपाक
IADL/004,IADL/004,DEMENTIA/2026,IADL/2026,Dementia/IADL,Housekeeping,radio,,,true,,4,false,2026-09-04 00:00:00+00,घरकाम
IADL/005,IADL/005,DEMENTIA/2026,IADL/2026,Dementia/IADL,Laundry,radio,,,true,,5,false,2026-09-04 00:00:00+00,कपडे धुलाई
IADL/006,IADL/006,DEMENTIA/2026,IADL/2026,Dementia/IADL,Mode of Transportation,radio,,,true,,6,false,2026-09-04 00:00:00+00,वाहतूक
IADL/007,IADL/007,DEMENTIA/2026,IADL/2026,Dementia/IADL,Responsibility for Own Medications,radio,,,true,,7,false,2026-09-04 00:00:00+00,स्वतःच्या औषधांची जबाबदारी
IADL/008,IADL/008,DEMENTIA/2026,IADL/2026,Dementia/IADL,Ability to Handle Finances,radio,,,true,,8,false,2026-09-04 00:00:00+00,आर्थिक व्यवहार हाताळण्याची क्षमता
IBS-SSS/001,IBS-SSS/001,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Do you currently suffer from abdomen or belly pain?,radio,,,true,If No ? go to 1b; If Yes ? continue,1,false,2026-09-04 00:00:00+00,तुम्हाला सध्या पोट किंवा पोटात दुखत आहे का?
IBS-SSS/002,IBS-SSS/002,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Severity of abdomen or belly pain,slider,,,true,Only if Q1 = Yes,2,false,2026-09-04 00:00:00+00,ओटीपोटात किंवा पोटात दुखण्याचे प्रमाण.
IBS-SSS/003,IBS-SSS/003,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Number of days with abdominal pain (per 10 days),number,,,true,Always asked,3,false,2026-09-04 00:00:00+00,ओटीपोटात दुखण्याच्या दिवसांची संख्या (१० दिवसांमागे).
IBS-SSS/004,IBS-SSS/004,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Do you currently suffer from abdominal distension?,radio,,,true,If No ? go to Q3; If Yes ? continue,4,false,2026-09-04 00:00:00+00,तुम्हाला सध्या ओटीपोटात सूज येते का?
IBS-SSS/005,IBS-SSS/005,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Severity of abdominal distension/tightness,slider,,,true,Only if Q2 = Yes,5,false,2026-09-04 00:00:00+00,ओटीपोटात सूज/ताण
IBS-SSS/006,IBS-SSS/006,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,How satisfied are you with your bowel habits?,slider,,,true,,6,false,2026-09-04 00:00:00+00,तुमच्या आतड्याच्या सवयींबद्दल तुम्ही किती समाधानी आहात?
IBS-SSS/007,IBS-SSS/007,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,How much does IBS affect/interfere with your life?,slider,,,true,,7,false,2026-09-04 00:00:00+00,आय.बी.एस. तुमच्या जीवनावर किती प्रमाणात परिणाम करतो/हस्तक्षेप करतो?
ISI/001,ISI/001,INSOMNIA/2026,ISI/2026,Insomnia/ISI,Difficulty falling asleep,radio,,,true,,1,false,2026-09-04 00:00:00+00,निद्रानाश
ISI/002,ISI/002,INSOMNIA/2026,ISI/2026,Insomnia/ISI,Difficulty staying asleep,radio,,,true,,2,false,2026-09-04 00:00:00+00,निद्रानाश
ISI/003,ISI/003,INSOMNIA/2026,ISI/2026,Insomnia/ISI,Problems waking up too early,radio,,,true,,3,false,2026-09-04 00:00:00+00,खूप लवकर उठण्याची समस्या
ISI/004,ISI/004,INSOMNIA/2026,ISI/2026,Insomnia/ISI,How SATISFIED/DISSATISFIED are you with your CURRENT sleep pattern?,radio,,,true,,4,false,2026-09-04 00:00:00+00,तुमच्या सध्याच्या झोपेच्या पद्धतीबद्दल तुम्ही किती समाधानी/असंतुष्ट आहात?
ISI/005,ISI/005,INSOMNIA/2026,ISI/2026,Insomnia/ISI,How NOTICEABLE to others do you think your sleep problem is in terms of impairing the quality of your life?,radio,,,true,,5,false,2026-09-04 00:00:00+00,तुमच्या झोपेच्या समस्येचा तुमच्या जीवनाच्या गुणवत्तेवर कसा परिणाम होतो हे इतरांना किती लक्षात येते असे तुम्हाला वाटते?
ISI/006,ISI/006,INSOMNIA/2026,ISI/2026,Insomnia/ISI,How WORRIED/DISTRESSED are you about your current sleep problem?,radio,,,true,,6,false,2026-09-04 00:00:00+00,तुमच्या सध्याच्या झोपेच्या समस्येबद्दल तुम्ही किती चिंतित/त्रासलेले आहात?
ISI/007,ISI/007,INSOMNIA/2026,ISI/2026,Insomnia/ISI,"To what extent do you consider your sleep problem to INTERFERE with your daily functioning (e.g. daytime fatigue, mood, ability to function at work/daily chores, concentration, memory, mood, etc.) CURRENTLY?",radio,,,true,,7,false,2026-09-04 00:00:00+00,"सध्या तुमच्या दैनंदिन कामकाजात (उदा. दिवसाची थकवा, मनःस्थिती, कामावर/दैनंदिन कामांवर कार्य करण्याची क्षमता, एकाग्रता, स्मरणशक्ती, मनःस्थिती इ.) तुमची झोप समस्या किती प्रमाणात व्यत्यय आणते असे तुम्हाला वाटते?"
KPS/001,KPS/001,AFTERSTROKE/TBI/2026,KPS/2026,After Stroke/TBI/KPS,Able to carry on normal activity and to work. No special care needed.,radio,,,true,,1,false,2026-09-04 00:00:00+00,सामान्य क्रियाकलाप करणे आणि काम करणे. विशेष काळजीची आवश्यकता नाही.
KPS/002,KPS/002,AFTERSTROKE/TBI/2026,KPS/2026,After Stroke/TBI/KPS,Unable to work; able to live at home and care for most personal needs; varying amount of assistance needed.,radio,,,true,,2,false,2026-09-04 00:00:00+00,काम करण्यास असमर्थ; घरी राहून बहुतेक वैयक्तिक गरजा पूर्ण करण्यास सक्षम; आवश्यक असलेल्या मदतीची रक्कम बदलते.
KPS/003,KPS/003,AFTERSTROKE/TBI/2026,KPS/2026,After Stroke/TBI/KPS,Unable to care for self; requires equivalent of institutional or hospital care; diseases may be progressing rapidly.,radio,,,true,,3,false,2026-09-04 00:00:00+00,स्वत:ची काळजी घेण्यास असमर्थ; संस्थागत किंवा रुग्णालयातील काळजीच्या समतुल्य आवश्यक; रोग वेगाने वाढत असू शकतात.
MADRS/001,MADRS/001,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Apparent Sadness,radio,,,true,,1,false,2026-09-04 00:00:00+00,व्यक्त दुःख
MADRS/002,MADRS/002,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Reported sadness,radio,,,true,,2,false,2026-09-04 00:00:00+00,उदासीनता
MADRS/003,MADRS/003,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Inner tension,radio,,,true,,3,false,2026-09-04 00:00:00+00,आतल्या आतला ताण
MADRS/004,MADRS/004,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Reduced sleep,radio,,,true,,4,false,2026-09-04 00:00:00+00,अल्पनिद्रा
MADRS/005,MADRS/005,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Reduced appetite,radio,,,true,,5,false,2026-09-04 00:00:00+00,भूक कमी होणे
MADRS/006,MADRS/006,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Concentration Difficulties,radio,,,true,,6,false,2026-09-04 00:00:00+00,एकाग्रता कमी होणे
MADRS/007,MADRS/007,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Lassitude,radio,,,true,,7,false,2026-09-04 00:00:00+00,कडवटपणा
MADRS/008,MADRS/008,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Inability to feel,radio,,,true,,8,false,2026-09-04 00:00:00+00,भावनाशून्यता
MADRS/009,MADRS/009,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Pessimistic thoughts,radio,,,true,,9,false,2026-09-04 00:00:00+00,निराशावादी विचार
MADRS/010,MADRS/010,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Suicidal thoughts,radio,,,true,,10,false,2026-09-04 00:00:00+00,आत्मघाती विचार
MAS/001,MAS/001,,MAS/2026,,"Please give a score from 0 to 5 for each muscle group, and then enter the total MAS score",likert,,,true,,1,true,2026-09-04 00:00:00+00,कृपया प्रत्येक स्नायू गटासाठी ० ते ५ असा गुणांक द्या आणि नंतर एकूण एम.ए.एस. गुणांक प्रविष्ट करा.
MFIS/001,MFIS/001,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less alert.,radio,,,true,,1,false,2026-09-04 00:00:00+00,मी कमी सजग आहे.
MFIS/002,MFIS/002,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had difficulty paying attention for long periods of time.,radio,,,true,,2,false,2026-09-04 00:00:00+00,मला दीर्घकाळ लक्ष केंद्रित करण्यात अडचण आली आहे.
MFIS/003,MFIS/003,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been unable to think clearly.,radio,,,true,,3,false,2026-09-04 00:00:00+00,मला नीट विचार करता येत नाहीये.
MFIS/004,MFIS/004,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been clumsy and uncoordinated.,radio,,,true,,4,false,2026-09-04 00:00:00+00,मी अस्ताव्यस्त आणि समन्वित नसलेली आहे.
MFIS/005,MFIS/005,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been forgetful.,radio,,,true,,5,false,2026-09-04 00:00:00+00,मी विसरते.
MFIS/006,MFIS/006,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had to pace myself in my physical activities.,radio,,,true,,6,false,2026-09-04 00:00:00+00,मला माझ्या शारीरिक क्रियाकलापांमध्ये स्वतःला नियंत्रित ठेवावे लागले आहे.
MFIS/007,MFIS/007,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less motivated to do anything that requires physical effort.,radio,,,true,,7,false,2026-09-04 00:00:00+00,मी शारीरिक श्रमाची आवश्यकता असलेली कोणतीही गोष्ट करण्यासाठी कमी प्रेरित झाले आहे.
MFIS/008,MFIS/008,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less motivated to participate in social activities.,radio,,,true,,8,false,2026-09-04 00:00:00+00,मी सामाजिक कार्यांमध्ये सहभागी होण्यासाठी कमी प्रेरित झाले आहे.
MFIS/009,MFIS/009,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been limited in my ability to do things away from home.,radio,,,true,,9,false,2026-09-04 00:00:00+00,मी घरापासून दूर गोष्टी करण्याची क्षमता मर्यादित आहे.
MFIS/010,MFIS/010,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have trouble maintaining physical effort for long periods.,radio,,,true,,10,false,2026-09-04 00:00:00+00,मला दीर्घ कालावधीसाठी शारीरिक प्रयत्न राखून ठेवण्यास त्रास होतो.
MFIS/011,MFIS/011,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had difficulty making decisions.,radio,,,true,,11,false,2026-09-04 00:00:00+00,मला निर्णय घेणे कठीण झाले आहे.
MFIS/012,MFIS/012,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less motivated to do anything that requires thinking.,radio,,,true,,12,false,2026-09-04 00:00:00+00,मला विचार करण्याची आवश्यकता असणाऱ्या कोणत्याही गोष्टीसाठी प्रेरणा कमी झाली आहे.
MFIS/013,MFIS/013,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,My muscles have felt weak.,radio,,,true,,13,false,2026-09-04 00:00:00+00,माझे स्नायू कमकुवत झाले आहेत.
MFIS/014,MFIS/014,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been physically uncomfortable.,radio,,,true,,14,false,2026-09-04 00:00:00+00,मला शारीरिक अस्वस्थता जाणवत आहे.
MFIS/015,MFIS/015,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had trouble finishing tasks that require thinking.,radio,,,true,,15,false,2026-09-04 00:00:00+00,मला विचार करण्याची आवश्यकता असलेल्या कामांची पूर्तता करण्यात अडचण आली आहे.
MFIS/016,MFIS/016,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had difficulty organizing my thoughts when doing things at home or at work.,radio,,,true,,16,false,2026-09-04 00:00:00+00,घरी किंवा कार्यालयात काम करताना मला माझ्या विचारांचे आयोजन करण्यात अडचण आली आहे.
MFIS/017,MFIS/017,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less able to complete tasks that require physical effort.,radio,,,true,,17,false,2026-09-04 00:00:00+00,मला शारीरिक श्रमाची आवश्यकता असलेली कामे पूर्ण करणे कमी शक्य झाले आहे.
MFIS/018,MFIS/018,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,My thinking has been slowed down.,radio,,,true,,18,false,2026-09-04 00:00:00+00,माझे विचार करण्याचे प्रमाण कमी झाले आहे.
MFIS/019,MFIS/019,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had trouble concentrating.,radio,,,true,,19,false,2026-09-04 00:00:00+00,मला लक्ष केंद्रित करण्यात अडचण येत आहे.
MFIS/020,MFIS/020,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have limited my physical activities.,radio,,,true,,20,false,2026-09-04 00:00:00+00,मी माझे शारीरिक क्रियाकलाप मर्यादित केले आहेत.
MFIS/021,MFIS/021,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have needed to rest more often or for longer periods.,radio,,,true,,21,false,2026-09-04 00:00:00+00,मला अधिक वेळा किंवा जास्त कालावधीसाठी विश्रांती घ्यावी लागली आहे.
MIDAS/001,MIDAS/001,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,On how many days in the last 3 months did you miss work or school because of your headaches?,number,,,true,,1,false,2026-09-04 00:00:00+00,गेल्या तीन महिन्यांमध्ये तुम्ही किती दिवस डोकेदुखीमुळे काम किंवा शाळा चुकवली?
MIDAS/002,MIDAS/002,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,How many days in the last 3 months was your productivity at work or school reduced by half or more because of your headaches? (Do not include days counted in Q1),number,,,true,,2,false,2026-09-04 00:00:00+00,गेल्या तीन महिन्यांमधील तुमच्या कामात किंवा शाळेत तुमच्या उत्पादकतेत डोकेदुखीमुळे अर्धा किंवा त्याहून अधिक घट झाली आहे का? मजकूर: (पहिल्या तिमाहीतील मोजले जाणारे दिवस समाविष्ट करू नका)
MIDAS/003,MIDAS/003,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,On how many days in the last 3 months did you not do household work because of your headaches?,number,,,true,,3,false,2026-09-04 00:00:00+00,गेल्या तीन महिन्यांमधील किती दिवस तुम्ही डोकेदुखीमुळे घरगुती कामे केली नाहीत?
MIDAS/004,MIDAS/004,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,How many days in the last 3 months was your productivity in household work reduced by half or more because of your headaches? (Do not include days counted in Q3),number,,,true,,4,false,2026-09-04 00:00:00+00,गेल्या तीन महिन्यांमधील तुमच्या डोकेदुखीमुळे घरगुती कामात तुमची उत्पादकता अर्ध्याने किंवा त्याहून अधिक कमी झाली आहे का? मजकूर: (तिसऱ्या तिमाहीतील मोजले जाणारे दिवस समाविष्ट करू नका)
MIDAS/005,MIDAS/005,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,"On how many days in the last 3 months did you miss family, social or leisure activities because of your headaches?",number,,,true,,5,false,2026-09-04 00:00:00+00,"गेल्या तीन महिन्यांमध्ये तुम्ही किती दिवस डोकेदुखीमुळे कौटुंबिक, सामाजिक किंवा विश्रांतीच्या उपक्रमांना चुकला होता?"
MoCA/001,MoCA/001,,MoCA/2026,,Enter the total MoCA  score,number,,,true,,1,true,2026-09-04 00:00:00+00,एकूण MoCA गुणांक प्रविष्ट करा.
MRC/001,MRC/001,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Shoulder abductors (Left),radio,,,true,,1,false,2026-09-04 00:00:00+00,खांद्याचे अपहरणकर्ते (डावी)
MRC/002,MRC/002,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Shoulder abductors (Right),radio,,,true,,2,false,2026-09-04 00:00:00+00,खांद्याचे अपहरणकर्ते (उजवा)
MRC/003,MRC/003,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Elbow flexors (Left),radio,,,true,,3,false,2026-09-04 00:00:00+00,कोहन
MRC/004,MRC/004,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Elbow flexors (Right),radio,,,true,,4,false,2026-09-04 00:00:00+00,कोहन
MRC/005,MRC/005,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Wrist extensors (Left),radio,,,true,,5,false,2026-09-04 00:00:00+00,मनगट विस्तारक (डावी)
MRC/006,MRC/006,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Wrist extensors (Right),radio,,,true,,6,false,2026-09-04 00:00:00+00,मनगट विस्तारक
MRC/007,MRC/007,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Hip flexors (Left),radio,,,true,,7,false,2026-09-04 00:00:00+00,नितंबाच्या फ्लेक्सर (डावी)
MRC/008,MRC/008,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Hip flexors (Right),radio,,,true,,8,false,2026-09-04 00:00:00+00,नितंबाच्या फ्लेक्सर (उजवा)
MRC/009,MRC/009,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Foot dorsiflexors (Left),radio,,,true,,9,false,2026-09-04 00:00:00+00,पाद पृष्ठीय मोड़क (डावीकडे)
MRC/010,MRC/010,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Knee extensors (Right),radio,,,true,,10,false,2026-09-04 00:00:00+00,गुडघ्याचा विस्तारक
MRC/011,MRC/011,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Foot dorsiflexors (Left),radio,,,true,,11,false,2026-09-04 00:00:00+00,पाद पृष्ठीय मोड़क (डावीकडे)
MRC/012,MRC/012,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Foot dorsiflexors (Right),radio,,,true,,12,false,2026-09-04 00:00:00+00,पाद-डोर्सिफ्लेक्सर्स (उजवा)
MSQ/001,MSQ/001,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,"How often have migraines interfered with how well you dealt with family, friends and others who are close to you?",radio,,,true,,1,false,2026-09-04 00:00:00+00,"मायग्रेनमुळे तुमच्या कुटुंबाशी, मित्रांशी आणि तुमच्या जवळच्या इतरांशी तुम्ही किती चांगल्या प्रकारे वागावे यावर किती वेळा परिणाम झाला आहे?"
MSQ/002,MSQ/002,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have migraines interrupted with your leisure time activities such as reading or exercising?,radio,,,true,,2,false,2026-09-04 00:00:00+00,मायग्रेनमुळे तुमच्या वाचन किंवा व्यायामासारख्या विश्रांतीच्या वेळेच्या कामांमध्ये किती वेळा व्यत्यय आला आहे?
MSQ/003,MSQ/003,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you had difficulty in performing work or other daily activities?,radio,,,true,,3,false,2026-09-04 00:00:00+00,तुम्हाला कामाचे किंवा इतर दैनंदिन क्रियाकलाप करणे किती वेळा कठीण झाले आहे?
MSQ/004,MSQ/004,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have migraines kept you from getting as much accomplished as you normally do at work or at home?,radio,,,true,,4,false,2026-09-04 00:00:00+00,मायग्रेनमुळे तुम्ही नेहमीप्रमाणे कामावर किंवा घरी किती साध्य केले आहे ते कधी कमी केले आहे?
MSQ/005,MSQ/005,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have migraines limited your ability to work or do other activities as carefully as you usually do them?,radio,,,true,,5,false,2026-09-04 00:00:00+00,मायग्रेनमुळे तुम्ही सहसा करत असलेल्या इतर गोष्टींची काळजीपूर्वक काम करण्याची किंवा करण्याची क्षमता किती वेळा मर्यादित केली आहे?
MSQ/006,MSQ/006,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you had to cancel or delay work or social activities because you were exhausted?,radio,,,true,,6,false,2026-09-04 00:00:00+00,किती वेळा तुम्हाला थकल्यामुळे काम किंवा सामाजिक उपक्रम रद्द करावे लागले किंवा विलंब करावा लागला आहे?
MSQ/007,MSQ/007,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have migraines left you with limited energy levels?,radio,,,true,,7,false,2026-09-04 00:00:00+00,मायग्रेनमुळे तुम्हाला किती वेळा ऊर्जा कमी झाली आहे?
MSQ/008,MSQ/008,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you had to stop work or other activities?,radio,,,true,,8,false,2026-09-04 00:00:00+00,तुम्हाला किती वेळा काम किंवा इतर क्रियाकलाप थांबवावे लागले आहेत?
MSQ/009,MSQ/009,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,"How often have you needed the help of other people in handling routine tasks such as household chores, business, shopping, or caring for others during a migraine?",radio,,,true,,9,false,2026-09-04 00:00:00+00,"घरगुती कामे, व्यवसाय, खरेदी किंवा मायग्रेनच्या दरम्यान इतरांच्या काळजी घेण्यासारख्या नियमित कामांमध्ये तुम्हाला इतर लोकांच्या मदतीची किती वेळा गरज भासली आहे?"
MSQ/010,MSQ/010,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you avoided social or family activities to treat your migraine attacks?,radio,,,true,,10,false,2026-09-04 00:00:00+00,तुम्ही तुमच्या मायग्रेनच्या हल्ल्यांवर उपचार करण्यासाठी किती वेळा सामाजिक किंवा कौटुंबिक उपक्रम टाळले आहेत?
MSQ/011,MSQ/011,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often has it been difficult for you to go to social events such as parties?,radio,,,true,,11,false,2026-09-04 00:00:00+00,पार्ट्यांसारख्या सामाजिक कार्यक्रमांना जाणे तुम्हाला किती वेळा कठीण झाले आहे?
MSQ/012,MSQ/012,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you felt fed up or frustrated?,radio,,,true,,12,false,2026-09-04 00:00:00+00,किती वेळा तुम्हाला कंटाळा आला आहे किंवा निराश झाला आहे?
