question_id,question_code,disease_id,scale_id,ds_map_id,question_text,answer_type,min_value,max_value,is_required,skip_logic,display_order,is_common_scale,created_at,hindi_question_text
HDRS/007,HDRS/007,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,WORK AND ACTIVITIES,radio,,,true,,7,false,2026-09-04 00:00:00+00,कार्य और गतिविधियाँ
HDRS/008,HDRS/008,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,"RETARDATION (slowness of thought and speech, impaired ability to concentrate, decreased motor activity)",radio,,,true,,8,false,2026-09-04 00:00:00+00,"मंदता (विचार और वाणी में धीमी गति, ध्यान केंद्रित करने में असमर्थता, कम गतिशील गतिविधि)"
HDRS/009,HDRS/009,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,AGITATION,radio,,,true,,9,false,2026-09-04 00:00:00+00,आंदोलन
HDRS/010,HDRS/010,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,ANXIETY PSYCHIC,radio,,,true,,10,false,2026-09-04 00:00:00+00,मानसिक चिंता
HDRS/011,HDRS/011,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,ANXIETY SOMATIC,radio,,,true,,11,false,2026-09-04 00:00:00+00,शारीरिक चिंता
HDRS/012,HDRS/012,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,SOMATIC SYMPTOMS GASTRO-INTESTINAL,radio,,,true,,12,false,2026-09-04 00:00:00+00,शारीरिक लक्षण-आंत्र-आंत्र
HDRS/013,HDRS/013,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,GENERAL SOMATIC SYMPTOMS,radio,,,true,,13,false,2026-09-04 00:00:00+00,सामान्य शारीरिक लक्षण
HDRS/014,HDRS/014,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,"GENITAL SYMPTOMS (symptoms such as loss of libido, menstrual disturbances)",radio,,,true,,14,false,2026-09-04 00:00:00+00,"जननांग लक्षण (इच्छाशक्ति में कमी, मासिक धर्म में गड़बड़ी जैसे लक्षण)"
HDRS/015,HDRS/015,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,HYPOCHONDRIASIS,radio,,,true,,15,false,2026-09-04 00:00:00+00,अधोश्‍वेदिका
HDRS/016,HDRS/016,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,LOSS OF WEIGHT,radio,,,true,,16,false,2026-09-04 00:00:00+00,वज़न घटाना
HDRS/017,HDRS/017,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,INSIGHT,radio,,,true,,17,false,2026-09-04 00:00:00+00,अंतर्दृष्टि
IADL/001,IADL/001,DEMENTIA/2026,IADL/2026,Dementia/IADL,Ability to Use Telephone,radio,,,true,,1,false,2026-09-04 00:00:00+00,टेलीफ़ोन का उपयोग करने की क्षमता
IADL/002,IADL/002,DEMENTIA/2026,IADL/2026,Dementia/IADL,Shopping,radio,,,true,,2,false,2026-09-04 00:00:00+00,खरीदारी
IADL/003,IADL/003,DEMENTIA/2026,IADL/2026,Dementia/IADL,Food Preparation,radio,,,true,,3,false,2026-09-04 00:00:00+00,भोजन तैयार करना
IADL/004,IADL/004,DEMENTIA/2026,IADL/2026,Dementia/IADL,Housekeeping,radio,,,true,,4,false,2026-09-04 00:00:00+00,गृहकार्य
IADL/005,IADL/005,DEMENTIA/2026,IADL/2026,Dementia/IADL,Laundry,radio,,,true,,5,false,2026-09-04 00:00:00+00,कपड़े धोना
IADL/006,IADL/006,DEMENTIA/2026,IADL/2026,Dementia/IADL,Mode of Transportation,radio,,,true,,6,false,2026-09-04 00:00:00+00,परिवहन
IADL/007,IADL/007,DEMENTIA/2026,IADL/2026,Dementia/IADL,Responsibility for Own Medications,radio,,,true,,7,false,2026-09-04 00:00:00+00,स्वयं के औषधियों की ज़िम्मेदारी
IADL/008,IADL/008,DEMENTIA/2026,IADL/2026,Dementia/IADL,Ability to Handle Finances,radio,,,true,,8,false,2026-09-04 00:00:00+00,वित्त प्रबंधन करने की क्षमता
IBS-SSS/001,IBS-SSS/001,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Do you currently suffer from abdomen or belly pain?,radio,,,true,If No ? go to 1b; If Yes ? continue,1,false,2026-09-04 00:00:00+00,आपको वर्तमान में पेट या पेट दर्द होता है?
IBS-SSS/002,IBS-SSS/002,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Severity of abdomen or belly pain,slider,,,true,Only if Q1 = Yes,2,false,2026-09-04 00:00:00+00,पेट या पेट दर्द की गंभीरता
IBS-SSS/003,IBS-SSS/003,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Number of days with abdominal pain (per 10 days),number,,,true,Always asked,3,false,2026-09-04 00:00:00+00,पेट दर्द के साथ दिनों की संख्या (१० दिनों में)
IBS-SSS/004,IBS-SSS/004,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Do you currently suffer from abdominal distension?,radio,,,true,If No ? go to Q3; If Yes ? continue,4,false,2026-09-04 00:00:00+00,क्या आपको वर्तमान में पेट फूलने की समस्या है?
IBS-SSS/005,IBS-SSS/005,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,Severity of abdominal distension/tightness,slider,,,true,Only if Q2 = Yes,5,false,2026-09-04 00:00:00+00,पेट में खिंचाव/कड़ापन
IBS-SSS/006,IBS-SSS/006,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,How satisfied are you with your bowel habits?,slider,,,true,,6,false,2026-09-04 00:00:00+00,आप अपनी आंत्र आदतों से कितने संतुष्ट हैं?
IBS-SSS/007,IBS-SSS/007,IRRITABLEBOWELDISEASE/2026,IBS-SSS/2026,Irritable Bowel Disease/IBS-SSS,How much does IBS affect/interfere with your life?,slider,,,true,,7,false,2026-09-04 00:00:00+00,आई.बी.एस. आपके जीवन को कितना प्रभावित/हस्तक्षेप करता है?
ISI/001,ISI/001,INSOMNIA/2026,ISI/2026,Insomnia/ISI,Difficulty falling asleep,radio,,,true,,1,false,2026-09-04 00:00:00+00,निद्राहीनता
ISI/002,ISI/002,INSOMNIA/2026,ISI/2026,Insomnia/ISI,Difficulty staying asleep,radio,,,true,,2,false,2026-09-04 00:00:00+00,अनिद्रा
ISI/003,ISI/003,INSOMNIA/2026,ISI/2026,Insomnia/ISI,Problems waking up too early,radio,,,true,,3,false,2026-09-04 00:00:00+00,बहुत जल्दी जागना
ISI/004,ISI/004,INSOMNIA/2026,ISI/2026,Insomnia/ISI,How SATISFIED/DISSATISFIED are you with your CURRENT sleep pattern?,radio,,,true,,4,false,2026-09-04 00:00:00+00,आप अपनी वर्तमान नींद की स्थिति से कितने संतुष्ट/असंतुष्ट हैं?
ISI/005,ISI/005,INSOMNIA/2026,ISI/2026,Insomnia/ISI,How NOTICEABLE to others do you think your sleep problem is in terms of impairing the quality of your life?,radio,,,true,,5,false,2026-09-04 00:00:00+00,आप कैसे सोचते हैं कि आपकी नींद की समस्या आपके जीवन की गुणवत्ता को किस हद तक प्रभावित करती है?
ISI/006,ISI/006,INSOMNIA/2026,ISI/2026,Insomnia/ISI,How WORRIED/DISTRESSED are you about your current sleep problem?,radio,,,true,,6,false,2026-09-04 00:00:00+00,आप अपनी वर्तमान नींद की समस्या को लेकर कितने चिंतित/चिंतित हैं?
ISI/007,ISI/007,INSOMNIA/2026,ISI/2026,Insomnia/ISI,"To what extent do you consider your sleep problem to INTERFERE with your daily functioning (e.g. daytime fatigue, mood, ability to function at work/daily chores, concentration, memory, mood, etc.) CURRENTLY?",radio,,,true,,7,false,2026-09-04 00:00:00+00,"आप अपनी नींद की समस्या को वर्तमान में अपनी दैनिक कार्यप्रणाली (उदाहरण के लिए दिन के समय थकान, मनोदशा, कार्य करने की क्षमता, एकाग्रता, स्मृति, मनोदशा आदि) में कितना हस्तक्षेप करता हुआ मानते हैं?"
KPS/001,KPS/001,AFTERSTROKE/TBI/2026,KPS/2026,After Stroke/TBI/KPS,Able to carry on normal activity and to work. No special care needed.,radio,,,true,,1,false,2026-09-04 00:00:00+00,सामान्य गतिविधि और काम करने में सक्षम। विशेष देखभाल की आवश्यकता नहीं है।
KPS/002,KPS/002,AFTERSTROKE/TBI/2026,KPS/2026,After Stroke/TBI/KPS,Unable to work; able to live at home and care for most personal needs; varying amount of assistance needed.,radio,,,true,,2,false,2026-09-04 00:00:00+00,काम करने में असमर्थ; घर पर रहकर और अधिकांश व्यक्तिगत जरूरतों की देखभाल करके जीवित रह सकता है; भिन्न-भिन्न मात्रा में सहायता की आवश्यकता होती है।
KPS/003,KPS/003,AFTERSTROKE/TBI/2026,KPS/2026,After Stroke/TBI/KPS,Unable to care for self; requires equivalent of institutional or hospital care; diseases may be progressing rapidly.,radio,,,true,,3,false,2026-09-04 00:00:00+00,स्वयं की देखभाल करने में असमर्थ; संस्थागत या अस्पताल देखभाल के बराबर की आवश्यकता है; बीमारियाँ तेजी से बढ़ सकती हैं।
MADRS/001,MADRS/001,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Apparent Sadness,radio,,,true,,1,false,2026-09-04 00:00:00+00,प्रत्यक्ष दुःख
MADRS/002,MADRS/002,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Reported sadness,radio,,,true,,2,false,2026-09-04 00:00:00+00,उदासी
MADRS/003,MADRS/003,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Inner tension,radio,,,true,,3,false,2026-09-04 00:00:00+00,अंदरूनी तनाव
MADRS/004,MADRS/004,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Reduced sleep,radio,,,true,,4,false,2026-09-04 00:00:00+00,कम नींद
MADRS/005,MADRS/005,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Reduced appetite,radio,,,true,,5,false,2026-09-04 00:00:00+00,भूख कम लगना
MADRS/006,MADRS/006,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Concentration Difficulties,radio,,,true,,6,false,2026-09-04 00:00:00+00,एकाग्रता की समस्या
MADRS/007,MADRS/007,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Lassitude,radio,,,true,,7,false,2026-09-04 00:00:00+00,मंदता
MADRS/008,MADRS/008,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Inability to feel,radio,,,true,,8,false,2026-09-04 00:00:00+00,अनुभूतिहीनता
MADRS/009,MADRS/009,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Pessimistic thoughts,radio,,,true,,9,false,2026-09-04 00:00:00+00,निराशावादी विचार
MADRS/010,MADRS/010,DEPRESSION/ANXIETY/2026,MADRS/2026,Depression/Anxiety/MADRS,Suicidal thoughts,radio,,,true,,10,false,2026-09-04 00:00:00+00,आत्महत्या के विचार
MAS/001,MAS/001,,MAS/2026,,"Please give a score from 0 to 5 for each muscle group, and then enter the total MAS score",likert,,,true,,1,true,2026-09-04 00:00:00+00,"कृपया प्रत्येक मांसपेशी समूह के लिए ० से ५ तक का अंक दें, और फिर कुल एम.ए.एस. अंक दर्ज करें।"
MFIS/001,MFIS/001,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less alert.,radio,,,true,,1,false,2026-09-04 00:00:00+00,मैं कम सतर्क रहा हूँ।
MFIS/002,MFIS/002,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had difficulty paying attention for long periods of time.,radio,,,true,,2,false,2026-09-04 00:00:00+00,मुझे लंबे समय तक ध्यान केंद्रित करने में कठिनाई हुई है।
MFIS/003,MFIS/003,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been unable to think clearly.,radio,,,true,,3,false,2026-09-04 00:00:00+00,मुझे स्पष्ट रूप से सोचने में असमर्थता हो रही है।
MFIS/004,MFIS/004,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been clumsy and uncoordinated.,radio,,,true,,4,false,2026-09-04 00:00:00+00,मैं बेवकूफ और अनाड़ी रहा हूँ।
MFIS/005,MFIS/005,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been forgetful.,radio,,,true,,5,false,2026-09-04 00:00:00+00,मैं भूलने वाला हूँ।
MFIS/006,MFIS/006,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had to pace myself in my physical activities.,radio,,,true,,6,false,2026-09-04 00:00:00+00,मुझे अपनी शारीरिक गतिविधियों में संयमित होना पड़ा है।
MFIS/007,MFIS/007,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less motivated to do anything that requires physical effort.,radio,,,true,,7,false,2026-09-04 00:00:00+00,मैं शारीरिक प्रयास की आवश्यकता वाली किसी भी चीज़ को करने के लिए कम प्रेरित रहा हूँ।
MFIS/008,MFIS/008,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less motivated to participate in social activities.,radio,,,true,,8,false,2026-09-04 00:00:00+00,मैं सामाजिक गतिविधियों में भाग लेने के लिए कम प्रेरित हुआ हूँ।
MFIS/009,MFIS/009,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been limited in my ability to do things away from home.,radio,,,true,,9,false,2026-09-04 00:00:00+00,मैं घर से बाहर चीजें करने की अपनी क्षमता में सीमित रहा हूँ।
MFIS/010,MFIS/010,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have trouble maintaining physical effort for long periods.,radio,,,true,,10,false,2026-09-04 00:00:00+00,मुझे लंबे समय तक शारीरिक प्रयास बनाए रखने में कठिनाई होती है।
MFIS/011,MFIS/011,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had difficulty making decisions.,radio,,,true,,11,false,2026-09-04 00:00:00+00,मुझे निर्णय लेने में कठिनाई हुई है।
MFIS/012,MFIS/012,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less motivated to do anything that requires thinking.,radio,,,true,,12,false,2026-09-04 00:00:00+00,मैं सोचने की आवश्यकता वाली किसी भी चीज़ को करने के लिए कम प्रेरित रहा हूँ।
MFIS/013,MFIS/013,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,My muscles have felt weak.,radio,,,true,,13,false,2026-09-04 00:00:00+00,मेरे मांसपेशियाँ कमज़ोर हो गई हैं।
MFIS/014,MFIS/014,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been physically uncomfortable.,radio,,,true,,14,false,2026-09-04 00:00:00+00,मुझे शारीरिक रूप से असुविधा हुई है।
MFIS/015,MFIS/015,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had trouble finishing tasks that require thinking.,radio,,,true,,15,false,2026-09-04 00:00:00+00,मुझे सोचने की आवश्यकता वाले कार्यों को पूरा करने में कठिनाई हुई है।
MFIS/016,MFIS/016,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had difficulty organizing my thoughts when doing things at home or at work.,radio,,,true,,16,false,2026-09-04 00:00:00+00,घर या काम पर काम करते समय मुझे अपने विचारों को व्यवस्थित करने में कठिनाई हुई है।
MFIS/017,MFIS/017,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have been less able to complete tasks that require physical effort.,radio,,,true,,17,false,2026-09-04 00:00:00+00,मुझे शारीरिक प्रयास की आवश्यकता वाले कार्यों को पूरा करने में कठिनाई हो रही है।
MFIS/018,MFIS/018,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,My thinking has been slowed down.,radio,,,true,,18,false,2026-09-04 00:00:00+00,मेरी सोच धीमी हो गई है।
MFIS/019,MFIS/019,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have had trouble concentrating.,radio,,,true,,19,false,2026-09-04 00:00:00+00,मुझे ध्यान केंद्रित करने में कठिनाई हुई है।
MFIS/020,MFIS/020,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have limited my physical activities.,radio,,,true,,20,false,2026-09-04 00:00:00+00,मैंने अपनी शारीरिक गतिविधियों को सीमित कर दिया है।
MFIS/021,MFIS/021,MULTIPLESCLEROSIS/2026,MFIS/2026,Multiple Sclerosis/MFIS,I have needed to rest more often or for longer periods.,radio,,,true,,21,false,2026-09-04 00:00:00+00,मुझे अधिक बार या लंबे समय तक आराम करने की आवश्यकता है।
MIDAS/001,MIDAS/001,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,On how many days in the last 3 months did you miss work or school because of your headaches?,number,,,true,,1,false,2026-09-04 00:00:00+00,पिछले ३ महीनों में आप कितने दिनों में सिरदर्द के कारण काम या स्कूल से अनुपस्थित रहे?
MIDAS/002,MIDAS/002,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,How many days in the last 3 months was your productivity at work or school reduced by half or more because of your headaches? (Do not include days counted in Q1),number,,,true,,2,false,2026-09-04 00:00:00+00,पिछले ३ महीनों में काम या स्कूल में आपकी उत्पादकता आधे या उससे अधिक कम हो गई थी क्योंकि आपके सिरदर्द के कारण? पाठ: (क्यू१ में गिने गए दिन शामिल न करें)
MIDAS/003,MIDAS/003,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,On how many days in the last 3 months did you not do household work because of your headaches?,number,,,true,,3,false,2026-09-04 00:00:00+00,पिछले ३ महीनों में कितने दिनों में आपको सिरदर्द होने के कारण घरेलू काम नहीं किया?
MIDAS/004,MIDAS/004,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,How many days in the last 3 months was your productivity in household work reduced by half or more because of your headaches? (Do not include days counted in Q3),number,,,true,,4,false,2026-09-04 00:00:00+00,आपके सिरदर्द के कारण पिछले ३ महीनों में घरेलू काम में कितनी दिनों की उत्पादकता आधी या उससे अधिक कम हुई है? पाठ: (तीसरे तिमाही में गिने गए दिन शामिल न करें)
MIDAS/005,MIDAS/005,MIGRAINE/2026,MIDAS/2026,Migraine/MIDAS,"On how many days in the last 3 months did you miss family, social or leisure activities because of your headaches?",number,,,true,,5,false,2026-09-04 00:00:00+00,"पिछले ३ महीनों में आप कितने दिनों में अपने सिरदर्द के कारण पारिवारिक, सामाजिक या अवकाश गतिविधियों से चूक गए?"
MoCA/001,MoCA/001,,MoCA/2026,,Enter the total MoCA  score,number,,,true,,1,true,2026-09-04 00:00:00+00,कुल MoCA स्कोर दर्ज करें।
MRC/001,MRC/001,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Shoulder abductors (Left),radio,,,true,,1,false,2026-09-04 00:00:00+00,कंधे के अपहरणकर्ता (बाएँ)
MRC/002,MRC/002,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Shoulder abductors (Right),radio,,,true,,2,false,2026-09-04 00:00:00+00,कंधे के अपहरणकर्ता (दाएँ)
MRC/003,MRC/003,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Elbow flexors (Left),radio,,,true,,3,false,2026-09-04 00:00:00+00,कोहनी के फ्लेक्सर (बाएँ)
MRC/004,MRC/004,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Elbow flexors (Right),radio,,,true,,4,false,2026-09-04 00:00:00+00,कोहनी के फ्लेक्सर (दाएँ)
MRC/005,MRC/005,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Wrist extensors (Left),radio,,,true,,5,false,2026-09-04 00:00:00+00,कलाई विस्तारक (बायाँ)
MRC/006,MRC/006,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Wrist extensors (Right),radio,,,true,,6,false,2026-09-04 00:00:00+00,कलाई विस्तारक (दाएँ)
MRC/007,MRC/007,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Hip flexors (Left),radio,,,true,,7,false,2026-09-04 00:00:00+00,कूल्हे के अग्रभाग (बाएँ)
MRC/008,MRC/008,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Hip flexors (Right),radio,,,true,,8,false,2026-09-04 00:00:00+00,कूल्हे के अग्रभाग (दाएँ)
MRC/009,MRC/009,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Foot dorsiflexors (Left),radio,,,true,,9,false,2026-09-04 00:00:00+00,पाद पृष्ठीय मोड़क (बायाँ)
MRC/010,MRC/010,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Knee extensors (Right),radio,,,true,,10,false,2026-09-04 00:00:00+00,घुटने के विस्तारक
MRC/011,MRC/011,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Foot dorsiflexors (Left),radio,,,true,,11,false,2026-09-04 00:00:00+00,पाद पृष्ठीय मोड़क (बायाँ)
MRC/012,MRC/012,AFTERSTROKE/TBI/2026,MRC/2026,After Stroke/TBI/MRC,Foot dorsiflexors (Right),radio,,,true,,12,false,2026-09-04 00:00:00+00,पाद पृष्ठीय-तालुक
MSQ/001,MSQ/001,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,"How often have migraines interfered with how well you dealt with family, friends and others who are close to you?",radio,,,true,,1,false,2026-09-04 00:00:00+00,"कितनी बार माइग्रेन ने आपके परिवार, दोस्तों और आपके करीब रहने वाले अन्य लोगों के साथ आपके व्यवहार को प्रभावित किया है?"
MSQ/002,MSQ/002,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have migraines interrupted with your leisure time activities such as reading or exercising?,radio,,,true,,2,false,2026-09-04 00:00:00+00,माइग्रेन ने आपके खाली समय की गतिविधियों जैसे पढ़ने या व्यायाम करने में कितनी बार बाधा डाली है?
MSQ/003,MSQ/003,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you had difficulty in performing work or other daily activities?,radio,,,true,,3,false,2026-09-04 00:00:00+00,आपको कितनी बार काम या अन्य दैनिक गतिविधियों को करने में कठिनाई हुई है?
MSQ/004,MSQ/004,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have migraines kept you from getting as much accomplished as you normally do at work or at home?,radio,,,true,,4,false,2026-09-04 00:00:00+00,माइग्रेन ने आपको कितनी बार अपने काम या घर पर सामान्य रूप से जितना कर सकते हैं उससे कम करने से रोका है?
MSQ/005,MSQ/005,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have migraines limited your ability to work or do other activities as carefully as you usually do them?,radio,,,true,,5,false,2026-09-04 00:00:00+00,"माइग्रेन ने कितनी बार आपकी काम करने या अन्य गतिविधियों को करने की क्षमता को सीमित कर दिया है, जैसे आप आम तौर पर करते हैं?"
MSQ/006,MSQ/006,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you had to cancel or delay work or social activities because you were exhausted?,radio,,,true,,6,false,2026-09-04 00:00:00+00,आप कितनी बार थके हुए होने के कारण काम या सामाजिक गतिविधियों को रद्द या देरी से कर चुके हैं?
MSQ/007,MSQ/007,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have migraines left you with limited energy levels?,radio,,,true,,7,false,2026-09-04 00:00:00+00,माइग्रेन ने आपको कितनी बार ऊर्जा का स्तर सीमित कर दिया है?
MSQ/008,MSQ/008,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you had to stop work or other activities?,radio,,,true,,8,false,2026-09-04 00:00:00+00,आप कितनी बार काम या अन्य गतिविधियों को रोकना पड़ा है?
MSQ/009,MSQ/009,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,"How often have you needed the help of other people in handling routine tasks such as household chores, business, shopping, or caring for others during a migraine?",radio,,,true,,9,false,2026-09-04 00:00:00+00,"कितनी बार आपको घरेलू काम, व्यवसाय, खरीदारी या माइग्रेन के दौरान दूसरों की देखभाल करने जैसे नियमित कार्यों को संभालने के लिए अन्य लोगों की मदद की आवश्यकता हुई है?"
MSQ/010,MSQ/010,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you avoided social or family activities to treat your migraine attacks?,radio,,,true,,10,false,2026-09-04 00:00:00+00,आप कितनी बार अपने माइग्रेन के दौरे का इलाज करने के लिए सामाजिक या पारिवारिक गतिविधियों से बचते हैं?
MSQ/011,MSQ/011,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often has it been difficult for you to go to social events such as parties?,radio,,,true,,11,false,2026-09-04 00:00:00+00,आप कितनी बार पार्टियों जैसे सामाजिक कार्यक्रमों में जाने के लिए संघर्ष करते हैं?
MSQ/012,MSQ/012,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you felt fed up or frustrated?,radio,,,true,,12,false,2026-09-04 00:00:00+00,आप कितनी बार थक गए या निराश हुए हैं?
MSQ/013,MSQ/013,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you felt like you were a burden on others?,radio,,,true,,13,false,2026-09-04 00:00:00+00,कितनी बार आपको ऐसा लगा है कि आप दूसरों पर बोझ हैं?
MSQ/014,MSQ/014,MIGRAINE/2026,MSQ/2026,Migraine/MSQ,How often have you been afraid of letting others down?,radio,,,true,,14,false,2026-09-04 00:00:00+00,आप कितनी बार दूसरों को निराश करने से डरते हैं?
PainDETECT/001,PainDETECT/001,,PainDETECT/2026,,"How would you assess your pain now, at this moment?",slider,,,true,,1,true,2026-09-04 00:00:00+00,"इस समय, आप अपनी पीड़ा का आकलन कैसे करेंगे?"
PainDETECT/002,PainDETECT/002,,PainDETECT/2026,,How strong was the strongest pain during the past 4 weeks?,slider,,,true,,2,true,2026-09-04 00:00:00+00,पिछले ४ हफ्तों के दौरान सबसे तीव्र दर्द कितना था?
PainDETECT/003,PainDETECT/003,,PainDETECT/2026,,How strong was the pain during the past 4 weeks on average?,slider,,,true,,3,true,2026-09-04 00:00:00+00,पिछले ४ हफ्तों में औसतन दर्द कितना तेज था?
PainDETECT/004,PainDETECT/004,,PainDETECT/2026,,Mark the picture that best describes the course of your pain,radio,,,true,,4,true,2026-09-04 00:00:00+00,अपने दर्द के क्रम को सबसे अच्छी तरह से बताने वाली तस्वीर को चिह्नित करें।
PainDETECT/005,PainDETECT/005,,PainDETECT/2026,,Does your pain radiate to other regions of your body?,radio,,,true,If Yes ? draw direction,5,true,2026-09-04 00:00:00+00,क्या आपका दर्द शरीर के अन्य भागों में फैलता है?
PainDETECT/006,PainDETECT/006,,PainDETECT/2026,,"Do you suffer from a burning sensation (e.g., stinging nettles) in the marked areas?",radio,,,true,,6,true,2026-09-04 00:00:00+00,"क्या चिह्नित क्षेत्रों में जलन (उदाहरण के लिए, डंक देने वाली खरपतवार) होती है?"
PainDETECT/007,PainDETECT/007,,PainDETECT/2026,,Do you have a tingling or prickling sensation in the area of your pain?,radio,,,true,,7,true,2026-09-04 00:00:00+00,क्या आपको दर्द वाले क्षेत्र में झुनझुनी या चुभन की अनुभूति होती है?
